IL_DepartureDate,DepartYear,DepartMonth,Day_of_Week_Departure,TotalDep,LegNumber,IL_DepartureStation,IL_ArrivalStation,InternationalDesc,LiftStatus,FlyThru,IsNTL,DepartureCountry,ArrivalCountry
07-20-25,2025,July,7,187,A0465,SIN,CGK,INT,NoShow,No,No,Singapore,Indonesia
12-28-25,2025,December,7,180,A0248,SYD,BKK,INT,Default,No,No,Philippines,Thailand
05-02-25,2025,May,5,142,A0348,BKI,LHR,INT,Default,No,No,Malaysia,Thailand
01-20-26,2026,January,2,61,A0108,SIN,KUL,INT,Default,No,No,Singapore,Malaysia
07-21-25,2025,July,1,111,A0228,JFK,SYD,INT,Boarded,No,No,Indonesia,Philippines
02-25-25,2025,February,2,176,A0473,BKI,HND,INT,CheckedIn,No,No,Malaysia,Japan
05-20-26,2026,May,3,148,A0427,SYD,PEN,INT,CheckedIn,No,No,Philippines,Malaysia
01-16-25,2025,January,4,1,A0473,BKI,HND,INT,Default,Yes,No,Malaysia,Japan
09-18-25,2025,September,4,186,A0341,SYD,KUL,INT,Default,No,No,Philippines,Malaysia
03-03-25,2025,March,1,211,A0474,BKK,BKI,INT,NoShow,Yes,No,Thailand,Malaysia
03-14-26,2026,March,6,39,A0301,SYD,JFK,INT,Boarded,No,No,Philippines,Indonesia
08-16-25,2025,August,6,120,A0198,KUL,SIN,INT,Default,No,No,Malaysia,Singapore
07-06-25,2025,July,7,67,A0155,CGK,PEN,INT,CheckedIn,No,No,Indonesia,Malaysia
08-14-25,2025,August,4,218,A0326,SYD,HND,INT,Boarded,No,No,Philippines,Japan
02-25-26,2026,February,3,114,A0453,BKK,CGK,INT,Boarded,No,No,Thailand,Indonesia
03-27-26,2026,March,5,79,A0065,SYD,HND,INT,Default,Yes,No,Philippines,Japan
04-08-26,2026,April,3,82,A0035,SIN,CGK,INT,Default,No,No,Singapore,Indonesia
02-28-26,2026,February,6,38,A0104,PEN,JFK,INT,Boarded,Yes,No,Malaysia,Indonesia
06-03-26,2026,June,3,147,A0252,CGK,SIN,INT,NoShow,No,No,Indonesia,Singapore
02-06-26,2026,February,5,209,A0052,KUL,CGK,INT,NoShow,No,No,Malaysia,Indonesia
09-18-25,2025,September,4,152,A0277,HND,SIN,INT,Boarded,No,No,Japan,Singapore
05-21-25,2025,May,3,197,A0188,HND,BKI,INT,CheckedIn,No,No,Japan,Malaysia
07-28-25,2025,July,1,64,A0416,KUL,SYD,INT,CheckedIn,No,No,Malaysia,Philippines
05-01-26,2026,May,5,117,A0411,BKK,KUL,INT,Default,No,No,Thailand,Malaysia
11-26-25,2025,November,3,81,A0419,LHR,CGK,INT,NoShow,No,No,Thailand,Indonesia
06-19-25,2025,June,4,0,A0249,LHR,SYD,INT,NoShow,No,No,Thailand,Philippines
04-29-26,2026,April,3,133,A0364,KUL,SIN,INT,Boarded,No,No,Malaysia,Singapore
05-05-25,2025,May,1,177,A0208,PEN,SYD,INT,CheckedIn,No,No,Malaysia,Philippines
07-29-25,2025,July,2,150,A0272,PEN,SYD,INT,Boarded,No,No,Malaysia,Philippines
02-13-25,2025,February,4,240,A0201,CGK,KUL,INT,NoShow,No,No,Indonesia,Malaysia
10-17-25,2025,October,5,152,A0090,SYD,BKI,INT,CheckedIn,No,No,Philippines,Malaysia
03-17-25,2025,March,1,84,A0347,SIN,PEN,INT,CheckedIn,Yes,No,Singapore,Malaysia
02-08-25,2025,February,6,76,A0055,CGK,HND,INT,Default,No,No,Indonesia,Japan
04-20-25,2025,April,7,62,A0087,JFK,BKI,INT,Boarded,No,No,Indonesia,Malaysia
08-19-25,2025,August,2,96,A0398,SYD,HND,INT,CheckedIn,No,No,Philippines,Japan
01-22-25,2025,January,3,108,A0071,BKI,PEN,DOM,CheckedIn,Yes,No,Malaysia,Malaysia
04-11-25,2025,April,5,64,A0118,BKK,SYD,INT,NoShow,Yes,No,Thailand,Philippines
03-28-26,2026,March,6,160,A0027,PEN,LHR,INT,CheckedIn,No,No,Malaysia,Thailand
06-28-26,2026,June,7,0,A0429,HND,SIN,INT,CheckedIn,No,No,Japan,Singapore
06-28-25,2025,June,6,225,A0390,HND,CGK,INT,NoShow,No,No,Japan,Indonesia
09-19-25,2025,September,5,172,A0253,KUL,SYD,INT,Default,No,No,Malaysia,Philippines
06-25-25,2025,June,3,44,A0294,CGK,HND,INT,NoShow,No,No,Indonesia,Japan
04-28-26,2026,April,2,21,A0164,CGK,SYD,INT,Default,No,No,Indonesia,Philippines
05-07-26,2026,May,4,124,A0457,LHR,KUL,INT,NoShow,Yes,No,Thailand,Malaysia
09-07-25,2025,September,7,71,A0451,JFK,CGK,INT,NoShow,No,No,Indonesia,Indonesia
06-21-26,2026,June,7,97,A0236,PEN,JFK,INT,Boarded,No,No,Malaysia,Indonesia
06-30-26,2026,June,2,240,A0473,BKI,HND,INT,CheckedIn,No,No,Malaysia,Japan
06-13-25,2025,June,5,119,A0465,SIN,CGK,INT,Default,No,No,Singapore,Indonesia
10-20-25,2025,October,1,55,A0459,BKK,SYD,INT,Default,No,No,Thailand,Philippines
07-08-25,2025,July,2,152,A0222,JFK,LHR,INT,CheckedIn,No,No,Indonesia,Thailand
08-04-25,2025,August,1,161,A0305,KUL,PEN,DOM,CheckedIn,No,No,Malaysia,Malaysia
11-19-25,2025,November,3,114,A0272,PEN,SYD,INT,Boarded,Yes,No,Malaysia,Philippines
02-12-25,2025,February,3,11,A0366,SIN,HND,INT,CheckedIn,Yes,No,Singapore,Japan
03-21-25,2025,March,5,218,A0088,BKI,HND,INT,Default,Yes,No,Malaysia,Japan
06-08-26,2026,June,1,236,A0211,LHR,HND,INT,NoShow,Yes,No,Thailand,Japan
03-01-26,2026,March,7,119,A0443,BKI,SYD,INT,CheckedIn,Yes,No,Malaysia,Philippines
05-09-25,2025,May,5,5,A0171,KUL,CGK,INT,CheckedIn,Yes,No,Malaysia,Indonesia
05-06-25,2025,May,2,217,A0071,BKI,PEN,DOM,NoShow,No,No,Malaysia,Malaysia
04-29-25,2025,April,2,63,A0373,CGK,LHR,INT,CheckedIn,Yes,No,Indonesia,Thailand
05-17-25,2025,May,6,227,A0248,SYD,BKK,INT,Default,Yes,No,Philippines,Thailand
05-15-25,2025,May,4,135,A0185,BKK,JFK,INT,NoShow,No,No,Thailand,Indonesia
06-06-26,2026,June,6,52,A0263,BKI,CGK,INT,CheckedIn,No,Yes,Malaysia,Indonesia
01-01-25,2025,January,3,136,A0140,KUL,LHR,INT,Default,No,No,Malaysia,Thailand
10-03-25,2025,October,5,113,A0290,LHR,CGK,INT,CheckedIn,No,No,Thailand,Indonesia
01-26-25,2025,January,7,207,A0229,LHR,PEN,INT,NoShow,No,No,Thailand,Malaysia
10-25-25,2025,October,6,6,A0051,PEN,BKI,DOM,Boarded,No,No,Malaysia,Malaysia
05-16-25,2025,May,5,29,A0029,BKI,HND,INT,NoShow,No,No,Malaysia,Japan
04-03-26,2026,April,5,102,A0368,CGK,JFK,INT,Boarded,Yes,No,Indonesia,Indonesia
02-23-26,2026,February,1,217,A0463,BKI,JFK,INT,Default,No,No,Malaysia,Indonesia
04-23-25,2025,April,3,112,A0356,PEN,KUL,DOM,CheckedIn,No,No,Malaysia,Malaysia
10-30-25,2025,October,4,171,A0481,SYD,KUL,INT,CheckedIn,Yes,Yes,Philippines,Malaysia
12-14-25,2025,December,7,159,A0192,SYD,CGK,INT,CheckedIn,No,No,Philippines,Indonesia
02-09-26,2026,February,1,240,A0250,KUL,LHR,INT,Default,No,No,Malaysia,Thailand
08-05-25,2025,August,2,27,A0473,BKI,HND,INT,CheckedIn,No,No,Malaysia,Japan
05-05-25,2025,May,1,198,A0266,HND,LHR,INT,Boarded,No,No,Japan,Thailand
02-10-25,2025,February,1,175,A0340,CGK,PEN,INT,Boarded,No,No,Indonesia,Malaysia
03-20-25,2025,March,4,135,A0411,BKK,KUL,INT,Default,No,No,Thailand,Malaysia
01-18-25,2025,January,6,1,A0258,PEN,BKI,DOM,Boarded,Yes,No,Malaysia,Malaysia
05-30-26,2026,May,6,196,A0329,PEN,CGK,INT,Boarded,No,No,Malaysia,Indonesia
05-30-25,2025,May,5,164,A0163,BKK,SIN,INT,CheckedIn,No,No,Thailand,Singapore
11-04-25,2025,November,2,134,A0014,CGK,LHR,INT,CheckedIn,No,No,Indonesia,Thailand
11-14-25,2025,November,5,46,A0349,BKK,SIN,INT,NoShow,No,No,Thailand,Singapore
06-20-25,2025,June,5,148,A0126,PEN,CGK,INT,NoShow,Yes,No,Malaysia,Indonesia
05-18-25,2025,May,7,191,A0139,BKK,SIN,INT,Boarded,No,No,Thailand,Singapore
12-18-25,2025,December,4,187,A0233,HND,JFK,INT,Default,No,No,Japan,Indonesia
02-02-25,2025,February,7,145,A0262,BKK,BKI,INT,Default,No,Yes,Thailand,Malaysia
12-26-25,2025,December,5,172,A0225,JFK,CGK,INT,Boarded,Yes,No,Indonesia,Indonesia
07-10-25,2025,July,4,161,A0370,BKK,PEN,INT,NoShow,No,No,Thailand,Malaysia
11-18-25,2025,November,2,80,A0465,SIN,CGK,INT,Boarded,No,No,Singapore,Indonesia
06-30-26,2026,June,2,209,A0441,SYD,BKI,INT,CheckedIn,No,No,Philippines,Malaysia
06-13-26,2026,June,6,102,A0149,PEN,HND,INT,Boarded,No,No,Malaysia,Japan
01-16-26,2026,January,5,28,A0073,BKI,PEN,DOM,CheckedIn,No,No,Malaysia,Malaysia
05-23-26,2026,May,6,27,A0035,SIN,CGK,INT,Boarded,No,No,Singapore,Indonesia
05-12-26,2026,May,2,212,A0254,SYD,BKI,INT,Boarded,Yes,No,Philippines,Malaysia
04-30-26,2026,April,4,32,A0193,PEN,BKK,INT,CheckedIn,No,No,Malaysia,Thailand
12-03-25,2025,December,3,120,A0493,LHR,BKI,INT,CheckedIn,Yes,No,Thailand,Malaysia
11-08-25,2025,November,6,38,A0356,PEN,KUL,DOM,Default,No,No,Malaysia,Malaysia
09-25-25,2025,September,4,113,A0382,BKI,KUL,DOM,Default,Yes,No,Malaysia,Malaysia
03-08-25,2025,March,6,200,A0232,CGK,SIN,INT,Boarded,Yes,Yes,Indonesia,Singapore
12-25-25,2025,December,4,127,A0045,HND,CGK,INT,NoShow,No,No,Japan,Indonesia
10-07-25,2025,October,2,22,A0290,LHR,CGK,INT,Default,No,No,Thailand,Indonesia
10-16-25,2025,October,4,132,A0409,CGK,BKK,INT,Boarded,Yes,No,Indonesia,Thailand
04-18-25,2025,April,5,217,A0200,SYD,BKK,INT,NoShow,No,No,Philippines,Thailand
08-17-25,2025,August,7,234,A0066,KUL,BKI,DOM,Default,Yes,No,Malaysia,Malaysia
02-21-26,2026,February,6,236,A0431,KUL,CGK,INT,Boarded,No,No,Malaysia,Indonesia
03-21-25,2025,March,5,36,A0478,SYD,SIN,INT,CheckedIn,Yes,No,Philippines,Singapore
05-23-26,2026,May,6,16,A0380,HND,LHR,INT,CheckedIn,Yes,No,Japan,Thailand
02-08-25,2025,February,6,150,A0366,SIN,HND,INT,Default,No,No,Singapore,Japan
06-12-26,2026,June,5,63,A0330,CGK,BKI,INT,Boarded,No,No,Indonesia,Malaysia
02-13-25,2025,February,4,217,A0170,HND,PEN,INT,Boarded,No,Yes,Japan,Malaysia
05-14-26,2026,May,4,116,A0417,BKI,SIN,INT,NoShow,No,No,Malaysia,Singapore
12-06-25,2025,December,6,116,A0175,LHR,HND,INT,NoShow,No,No,Thailand,Japan
11-30-25,2025,November,7,190,A0155,CGK,PEN,INT,NoShow,Yes,No,Indonesia,Malaysia
01-31-26,2026,January,6,238,A0420,BKI,SYD,INT,NoShow,No,No,Malaysia,Philippines
05-24-26,2026,May,7,109,A0403,CGK,HND,INT,NoShow,No,No,Indonesia,Japan
04-18-26,2026,April,6,122,A0079,SIN,LHR,INT,Boarded,No,No,Singapore,Thailand
12-18-25,2025,December,4,195,A0383,JFK,SYD,INT,NoShow,No,No,Indonesia,Philippines
10-22-25,2025,October,3,230,A0470,LHR,BKI,INT,Default,No,No,Thailand,Malaysia
01-16-26,2026,January,5,18,A0363,JFK,HND,INT,CheckedIn,No,No,Indonesia,Japan
02-25-25,2025,February,2,51,A0410,PEN,SIN,INT,CheckedIn,No,No,Malaysia,Singapore
05-25-25,2025,May,7,164,A0436,JFK,SIN,INT,CheckedIn,No,No,Indonesia,Singapore
03-18-26,2026,March,3,239,A0316,KUL,PEN,DOM,NoShow,No,No,Malaysia,Malaysia
01-13-26,2026,January,2,9,A0418,SIN,BKK,INT,Default,No,No,Singapore,Thailand
09-15-25,2025,September,1,30,A0311,JFK,CGK,INT,Default,Yes,No,Indonesia,Indonesia
11-25-25,2025,November,2,210,A0046,BKI,PEN,DOM,NoShow,No,No,Malaysia,Malaysia
06-28-26,2026,June,7,14,A0303,SYD,KUL,INT,Default,No,No,Philippines,Malaysia
04-10-26,2026,April,5,136,A0358,LHR,KUL,INT,Boarded,No,No,Thailand,Malaysia
05-27-26,2026,May,3,220,A0323,SYD,CGK,INT,Boarded,Yes,No,Philippines,Indonesia
08-10-25,2025,August,7,162,A0206,SIN,PEN,INT,CheckedIn,No,No,Singapore,Malaysia
09-13-25,2025,September,6,62,A0312,KUL,CGK,INT,Default,Yes,Yes,Malaysia,Indonesia
06-21-25,2025,June,6,17,A0209,LHR,HND,INT,Default,Yes,No,Thailand,Japan
11-18-25,2025,November,2,168,A0301,SYD,JFK,INT,CheckedIn,No,Yes,Philippines,Indonesia
12-09-25,2025,December,2,154,A0421,SYD,BKI,INT,Default,No,No,Philippines,Malaysia
10-20-25,2025,October,1,221,A0213,SYD,KUL,INT,NoShow,No,No,Philippines,Malaysia
03-01-26,2026,March,7,187,A0130,CGK,PEN,INT,NoShow,No,No,Indonesia,Malaysia
05-02-25,2025,May,5,106,A0442,BKK,SIN,INT,NoShow,No,No,Thailand,Singapore
01-26-25,2025,January,7,139,A0460,SIN,JFK,INT,Boarded,No,No,Singapore,Indonesia
01-23-25,2025,January,4,45,A0295,PEN,CGK,INT,NoShow,No,No,Malaysia,Indonesia
10-05-25,2025,October,7,148,A0365,PEN,HND,INT,CheckedIn,No,No,Malaysia,Japan
03-19-25,2025,March,3,204,A0015,CGK,LHR,INT,Boarded,Yes,No,Indonesia,Thailand
03-18-25,2025,March,2,130,A0016,CGK,KUL,INT,Boarded,No,No,Indonesia,Malaysia
01-01-26,2026,January,4,115,A0495,LHR,KUL,INT,NoShow,No,No,Thailand,Malaysia
10-05-25,2025,October,7,84,A0313,BKK,LHR,INT,Boarded,No,No,Thailand,Thailand
04-23-26,2026,April,4,202,A0018,BKK,JFK,INT,Boarded,No,No,Thailand,Indonesia
01-27-25,2025,January,1,238,A0365,PEN,HND,INT,NoShow,No,Yes,Malaysia,Japan
06-03-25,2025,June,2,86,A0103,LHR,SYD,INT,CheckedIn,No,No,Thailand,Philippines
04-03-26,2026,April,5,189,A0043,LHR,PEN,INT,Default,No,No,Thailand,Malaysia
11-23-25,2025,November,7,57,A0471,KUL,JFK,INT,Default,No,No,Malaysia,Indonesia
04-29-26,2026,April,3,142,A0455,HND,SIN,INT,CheckedIn,Yes,No,Japan,Singapore
08-15-25,2025,August,5,208,A0181,LHR,SIN,INT,Default,No,No,Thailand,Singapore
04-22-25,2025,April,2,92,A0037,HND,SYD,INT,Default,No,No,Japan,Philippines
08-31-25,2025,August,7,200,A0083,JFK,PEN,INT,Boarded,No,No,Indonesia,Malaysia
06-26-26,2026,June,5,16,A0155,CGK,PEN,INT,NoShow,Yes,No,Indonesia,Malaysia
03-17-25,2025,March,1,127,A0393,PEN,SYD,INT,CheckedIn,Yes,No,Malaysia,Philippines
05-01-26,2026,May,5,55,A0423,BKI,PEN,DOM,NoShow,No,No,Malaysia,Malaysia
08-31-25,2025,August,7,203,A0362,LHR,BKI,INT,CheckedIn,Yes,No,Thailand,Malaysia
09-08-25,2025,September,1,240,A0102,SYD,BKI,INT,NoShow,Yes,No,Philippines,Malaysia
04-24-25,2025,April,4,165,A0382,BKI,KUL,DOM,CheckedIn,No,No,Malaysia,Malaysia
09-08-25,2025,September,1,126,A0085,HND,BKK,INT,Default,Yes,No,Japan,Thailand
08-18-25,2025,August,1,186,A0005,PEN,SIN,INT,Default,No,No,Malaysia,Singapore
07-13-25,2025,July,7,192,A0234,CGK,SIN,INT,Default,Yes,No,Indonesia,Singapore
01-30-26,2026,January,5,2,A0276,LHR,PEN,INT,NoShow,No,No,Thailand,Malaysia
02-14-26,2026,February,6,227,A0080,BKI,SYD,INT,NoShow,No,No,Malaysia,Philippines
06-21-26,2026,June,7,35,A0488,BKI,PEN,DOM,Default,Yes,No,Malaysia,Malaysia
06-19-25,2025,June,4,166,A0194,SIN,BKI,INT,CheckedIn,No,No,Singapore,Malaysia
09-13-25,2025,September,6,60,A0480,BKI,SYD,INT,NoShow,No,No,Malaysia,Philippines
01-18-26,2026,January,7,3,A0461,BKK,KUL,INT,Default,Yes,No,Thailand,Malaysia
05-08-25,2025,May,4,237,A0285,HND,BKI,INT,NoShow,No,No,Japan,Malaysia
02-21-26,2026,February,6,58,A0500,SIN,BKK,INT,NoShow,No,No,Singapore,Thailand
06-09-26,2026,June,2,25,A0482,JFK,KUL,INT,Boarded,No,No,Indonesia,Malaysia
01-06-25,2025,January,1,171,A0489,HND,KUL,INT,Default,No,No,Japan,Malaysia
01-08-26,2026,January,4,237,A0326,SYD,HND,INT,Default,No,No,Philippines,Japan
10-03-25,2025,October,5,200,A0200,SYD,BKK,INT,NoShow,No,No,Philippines,Thailand
03-20-26,2026,March,5,99,A0387,JFK,KUL,INT,Default,No,No,Indonesia,Malaysia
09-01-25,2025,September,1,110,A0163,BKK,SIN,INT,CheckedIn,Yes,No,Thailand,Singapore
03-08-25,2025,March,6,237,A0065,SYD,HND,INT,NoShow,No,No,Philippines,Japan
07-04-25,2025,July,5,180,A0260,SYD,PEN,INT,NoShow,No,No,Philippines,Malaysia
05-09-25,2025,May,5,177,A0047,SYD,CGK,INT,NoShow,Yes,No,Philippines,Indonesia
04-19-26,2026,April,7,137,A0174,BKI,JFK,INT,Boarded,No,No,Malaysia,Indonesia
04-28-25,2025,April,1,230,A0471,KUL,JFK,INT,Default,Yes,No,Malaysia,Indonesia
06-27-25,2025,June,5,34,A0384,CGK,BKI,INT,CheckedIn,No,No,Indonesia,Malaysia
05-03-26,2026,May,7,212,A0142,KUL,BKK,INT,Default,No,Yes,Malaysia,Thailand
11-13-25,2025,November,4,94,A0474,BKK,BKI,INT,NoShow,Yes,No,Thailand,Malaysia
06-21-26,2026,June,7,148,A0425,PEN,LHR,INT,CheckedIn,No,No,Malaysia,Thailand
04-20-26,2026,April,1,13,A0385,BKK,CGK,INT,NoShow,No,No,Thailand,Indonesia
06-06-25,2025,June,5,207,A0086,SYD,CGK,INT,Default,No,No,Philippines,Indonesia
07-19-25,2025,July,6,16,A0196,HND,BKI,INT,CheckedIn,Yes,No,Japan,Malaysia
06-30-26,2026,June,2,72,A0077,HND,KUL,INT,CheckedIn,No,No,Japan,Malaysia
07-19-25,2025,July,6,183,A0445,KUL,CGK,INT,CheckedIn,No,No,Malaysia,Indonesia
06-22-26,2026,June,1,211,A0483,BKK,JFK,INT,NoShow,No,No,Thailand,Indonesia
03-27-26,2026,March,5,176,A0344,BKI,JFK,INT,CheckedIn,No,No,Malaysia,Indonesia
07-15-25,2025,July,2,75,A0216,PEN,KUL,DOM,Boarded,No,No,Malaysia,Malaysia
02-18-25,2025,February,2,16,A0213,SYD,KUL,INT,CheckedIn,Yes,No,Philippines,Malaysia
03-07-26,2026,March,6,5,A0210,SYD,KUL,INT,Default,No,No,Philippines,Malaysia
01-04-26,2026,January,7,17,A0023,SYD,CGK,INT,NoShow,No,No,Philippines,Indonesia
01-20-26,2026,January,2,55,A0348,BKI,LHR,INT,Boarded,No,No,Malaysia,Thailand
12-22-25,2025,December,1,189,A0285,HND,BKI,INT,Boarded,Yes,No,Japan,Malaysia
10-30-25,2025,October,4,6,A0209,LHR,HND,INT,NoShow,No,No,Thailand,Japan
06-06-26,2026,June,6,224,A0044,JFK,LHR,INT,NoShow,Yes,No,Indonesia,Thailand
02-16-26,2026,February,1,185,A0031,SYD,HND,INT,NoShow,No,No,Philippines,Japan
06-02-25,2025,June,1,181,A0401,SIN,BKI,INT,NoShow,Yes,No,Singapore,Malaysia
05-29-26,2026,May,5,219,A0422,CGK,PEN,INT,NoShow,No,No,Indonesia,Malaysia
03-29-25,2025,March,6,40,A0279,BKK,LHR,INT,Default,No,No,Thailand,Thailand
02-18-26,2026,February,3,128,A0221,JFK,SYD,INT,NoShow,No,No,Indonesia,Philippines
06-29-26,2026,June,1,207,A0125,PEN,BKI,DOM,CheckedIn,No,No,Malaysia,Malaysia
08-22-25,2025,August,5,9,A0085,HND,BKK,INT,Default,No,No,Japan,Thailand
02-10-25,2025,February,1,98,A0432,BKI,KUL,DOM,Default,Yes,No,Malaysia,Malaysia
04-05-26,2026,April,7,104,A0179,BKI,BKK,INT,CheckedIn,No,No,Malaysia,Thailand
01-09-25,2025,January,4,60,A0338,SIN,KUL,INT,CheckedIn,No,No,Singapore,Malaysia
08-22-25,2025,August,5,162,A0289,LHR,CGK,INT,NoShow,No,No,Thailand,Indonesia
06-21-25,2025,June,6,101,A0283,LHR,KUL,INT,Default,Yes,No,Thailand,Malaysia
09-20-25,2025,September,6,82,A0289,LHR,CGK,INT,NoShow,Yes,No,Thailand,Indonesia
06-25-26,2026,June,4,81,A0215,SIN,CGK,INT,Default,Yes,No,Singapore,Indonesia
06-30-25,2025,June,1,112,A0181,LHR,SIN,INT,NoShow,No,No,Thailand,Singapore
03-24-26,2026,March,2,136,A0295,PEN,CGK,INT,CheckedIn,No,No,Malaysia,Indonesia
11-09-25,2025,November,7,63,A0144,LHR,JFK,INT,Default,Yes,No,Thailand,Indonesia
03-17-26,2026,March,2,55,A0386,JFK,SIN,INT,NoShow,No,No,Indonesia,Singapore
05-31-25,2025,May,6,197,A0284,CGK,BKK,INT,CheckedIn,No,No,Indonesia,Thailand
08-13-25,2025,August,3,19,A0381,JFK,CGK,INT,NoShow,No,No,Indonesia,Indonesia
09-01-25,2025,September,1,119,A0166,SIN,BKI,INT,Boarded,No,No,Singapore,Malaysia
07-10-25,2025,July,4,240,A0077,HND,KUL,INT,NoShow,Yes,No,Japan,Malaysia
05-17-26,2026,May,7,103,A0106,HND,SIN,INT,Boarded,Yes,No,Japan,Singapore
06-11-26,2026,June,4,115,A0363,JFK,HND,INT,CheckedIn,Yes,No,Indonesia,Japan
03-11-25,2025,March,2,228,A0193,PEN,BKK,INT,NoShow,Yes,No,Malaysia,Thailand
02-16-26,2026,February,1,205,A0479,HND,CGK,INT,NoShow,No,No,Japan,Indonesia
11-08-25,2025,November,6,116,A0129,HND,BKK,INT,Default,Yes,No,Japan,Thailand
03-29-26,2026,March,7,211,A0034,HND,PEN,INT,Default,No,No,Japan,Malaysia
05-11-26,2026,May,1,179,A0275,JFK,KUL,INT,CheckedIn,Yes,No,Indonesia,Malaysia
07-04-25,2025,July,5,14,A0082,PEN,KUL,DOM,Default,Yes,No,Malaysia,Malaysia
02-16-26,2026,February,1,30,A0040,HND,SYD,INT,NoShow,No,No,Japan,Philippines
03-07-26,2026,March,6,64,A0027,PEN,LHR,INT,CheckedIn,No,No,Malaysia,Thailand
05-14-25,2025,May,3,201,A0430,SIN,HND,INT,CheckedIn,No,No,Singapore,Japan
01-27-25,2025,January,1,48,A0380,HND,LHR,INT,NoShow,No,No,Japan,Thailand
09-08-25,2025,September,1,176,A0196,HND,BKI,INT,Default,No,No,Japan,Malaysia
05-25-26,2026,May,1,87,A0078,PEN,BKK,INT,CheckedIn,No,No,Malaysia,Thailand
04-18-26,2026,April,6,231,A0051,PEN,BKI,DOM,Boarded,Yes,No,Malaysia,Malaysia
07-24-25,2025,July,4,203,A0067,SYD,BKK,INT,Default,No,No,Philippines,Thailand
10-23-25,2025,October,4,159,A0317,LHR,PEN,INT,Default,No,No,Thailand,Malaysia
08-06-25,2025,August,3,149,A0096,HND,CGK,INT,Boarded,No,No,Japan,Indonesia
01-17-26,2026,January,6,88,A0218,KUL,LHR,INT,Default,Yes,No,Malaysia,Thailand
11-13-25,2025,November,4,0,A0479,HND,CGK,INT,Default,No,No,Japan,Indonesia
06-07-26,2026,June,7,74,A0206,SIN,PEN,INT,Boarded,No,No,Singapore,Malaysia
11-16-25,2025,November,7,5,A0137,KUL,LHR,INT,Default,Yes,No,Malaysia,Thailand
08-19-25,2025,August,2,88,A0102,SYD,BKI,INT,NoShow,No,No,Philippines,Malaysia
01-09-26,2026,January,5,183,A0127,LHR,HND,INT,NoShow,No,Yes,Thailand,Japan
01-28-25,2025,January,2,1,A0258,PEN,BKI,DOM,Boarded,Yes,No,Malaysia,Malaysia
07-31-25,2025,July,4,154,A0379,LHR,BKK,INT,NoShow,No,No,Thailand,Thailand
11-30-25,2025,November,7,163,A0111,SYD,BKK,INT,Default,No,No,Philippines,Thailand
10-12-25,2025,October,7,188,A0276,LHR,PEN,INT,Boarded,No,No,Thailand,Malaysia
03-16-25,2025,March,7,15,A0442,BKK,SIN,INT,Boarded,No,No,Thailand,Singapore
03-12-26,2026,March,4,176,A0268,BKI,BKK,INT,NoShow,No,No,Malaysia,Thailand
07-18-25,2025,July,5,128,A0337,JFK,SIN,INT,Boarded,No,No,Indonesia,Singapore
02-14-25,2025,February,5,157,A0065,SYD,HND,INT,CheckedIn,Yes,No,Philippines,Japan
01-28-26,2026,January,3,147,A0330,CGK,BKI,INT,CheckedIn,Yes,No,Indonesia,Malaysia
06-01-26,2026,June,1,149,A0474,BKK,BKI,INT,Boarded,No,No,Thailand,Malaysia
08-06-25,2025,August,3,171,A0353,SIN,KUL,INT,CheckedIn,No,No,Singapore,Malaysia
06-26-25,2025,June,4,67,A0049,CGK,PEN,INT,Default,No,Yes,Indonesia,Malaysia
11-03-25,2025,November,1,198,A0450,BKI,PEN,DOM,Default,No,No,Malaysia,Malaysia
12-07-25,2025,December,7,96,A0387,JFK,KUL,INT,Boarded,No,No,Indonesia,Malaysia
11-05-25,2025,November,3,33,A0409,CGK,BKK,INT,Default,No,No,Indonesia,Thailand
01-14-26,2026,January,3,153,A0429,HND,SIN,INT,CheckedIn,Yes,No,Japan,Singapore
11-16-25,2025,November,7,11,A0176,BKI,LHR,INT,CheckedIn,No,No,Malaysia,Thailand
03-17-26,2026,March,2,57,A0083,JFK,PEN,INT,Default,No,No,Indonesia,Malaysia
04-19-25,2025,April,6,32,A0424,BKI,PEN,DOM,Default,No,No,Malaysia,Malaysia
01-06-26,2026,January,2,5,A0313,BKK,LHR,INT,CheckedIn,No,No,Thailand,Thailand
05-30-26,2026,May,6,192,A0363,JFK,HND,INT,NoShow,No,No,Indonesia,Japan
07-05-25,2025,July,6,108,A0218,KUL,LHR,INT,Default,No,No,Malaysia,Thailand
01-16-25,2025,January,4,199,A0012,BKI,LHR,INT,Boarded,No,No,Malaysia,Thailand
03-24-26,2026,March,2,1,A0276,LHR,PEN,INT,Default,No,No,Thailand,Malaysia
01-09-26,2026,January,5,14,A0297,PEN,SYD,INT,CheckedIn,No,No,Malaysia,Philippines
05-20-26,2026,May,3,53,A0218,KUL,LHR,INT,NoShow,No,No,Malaysia,Thailand
08-27-25,2025,August,3,38,A0481,SYD,KUL,INT,Boarded,No,No,Philippines,Malaysia
07-14-25,2025,July,1,48,A0262,BKK,BKI,INT,Default,No,No,Thailand,Malaysia
02-12-25,2025,February,3,172,A0041,CGK,SYD,INT,Boarded,Yes,No,Indonesia,Philippines
05-18-26,2026,May,1,30,A0121,JFK,SIN,INT,Boarded,Yes,No,Indonesia,Singapore
12-15-25,2025,December,1,32,A0373,CGK,LHR,INT,Default,No,No,Indonesia,Thailand
